"","name","prob.m","prob.w"
"3379","Cheng-Ting",0.67,0.33
"3380","Chengsan",0.75,0.25
"3381","Cherie",0.02,0.98
"3382","Chia-Chen",0.58,0.42
"3383","Chian-Yu",0.63,0.37
"3384","Chiayu",0.38,0.62
"3385","Chin",-1,-1
"3386","Chiung-Chun",0.73,0.27
"3387","Christel",0.05,0.95
"3388","Christian-G",0.99,0.01
"3389","Christie",0.05,0.95
"3390","Chuansheng",-1,-1
"3391","Ciprian",0.99,0.01
"3392","Claes",0.96,0.04
"3393","Clark",0.96,0.04
"3394","Clemence",0.09,0.91
"3395","Cole",0.93,0.07
"3396","Costa",0.87,0.13
"3397","Da",0.74,0.26
"3398","Daesoo",1,0
"3399","Dag",0.88,0.12
"3400","Darrin",0.99,0.01
"3401","De-Pei",0.67,0.33
"3402","Debora",0.02,0.98
"3403","Dejian",0.86,0.14
"3404","Derryck",1,0
"3405","Deveroux",0.75,0.25
"3406","Dezhong",0.75,0.25
"3407","Dhananjay",1,0
"3408","Dhruv",1,0
"3409","Di",0.54,0.46
"3410","Dimitar",0.99,0.01
"3411","Dineke",0.01,0.99
"3412","Dion",0.92,0.08
"3413","Divya",0.05,0.95
"3414","Dobromir",0.98,0.02
"3415","Dolores",0.02,0.98
"3416","Donato",0.98,0.02
"3417","Doo-Sup",0.7,0.3
"3418","Doodipala",0.75,0.25
"3419","Dov",0.98,0.02
"3420","Doychin",1,0
"3421","Duk",0.93,0.07
"3422","Dwayne",0.99,0.01
"3423","Dzung",0.76,0.24
"3424","Eco",0.86,0.14
"3425","Ede",0.79,0.21
"3426","Eelco",0.99,0.01
"3427","Egbert",0.99,0.01
"3428","Eliza",0.02,0.98
"3429","Eloisa",0.03,0.97
"3430","Elsie",0.02,0.98
"3431","Elyssa",0,1
"3432","Emile",0.94,0.0600000000000001
"3433","Endel",0.9,0.1
"3434","Ender",0.95,0.05
"3435","Enric",0.99,0.01
"3436","Erez",0.97,0.03
"3437","Erie",0.65,0.35
"3438","Esa",0.76,0.24
"3439","Estefania",0.01,0.99
"3440","Estuardo",1,0
"3441","Etan",0.93,0.07
"3442","Ewa",0.02,0.98
"3443","Fadi",0.96,0.04
"3444","Faisal",0.99,0.01
"3445","Faiza",0.03,0.97
"3446","Fang-Cheng",0.55,0.45
"3447","Faranak",0.01,0.99
"3448","Faraneh",0,1
"3449","Farida",0.05,0.95
"3450","Fatma",0.03,0.97
"3451","Felicia",0.02,0.98
"3452","Fenghua",0.32,0.68
"3453","Fetsje",0.25,0.75
"3454","Fiorenzo",0.99,0.01
"3455","Florencia",0.02,0.98
"3456","Florentina",0.02,0.98
"3457","Francesca-Fang",0.03,0.97
"3458","Francisca",0.02,0.98
"3459","Franklin",0.99,0.01
"3460","Fredrick",0.98,0.02
"3461","Friederike",0.02,0.98
"3462","Fritz",0.96,0.04
"3463","Fu-De",0.71,0.29
"3464","Fu-Sun",0.63,0.37
"3465","Fujun",1,0
"3466","Fulvia",0.01,0.99
"3467","Ganesh",1,0
"3468","Gaolang",-1,-1
"3469","Gaspare",0.99,0.01
"3470","Gavriel",0.98,0.02
"3471","Gaynor",0.03,0.97
"3472","Gennady",0.99,0.01
"3473","Gerry",0.92,0.08
"3474","Giampietro",0.99,0.01
"3475","Giedrius",0.99,0.01
"3476","Giuseppina",0.02,0.98
"3477","Gopikrishna",1,0
"3478","Goran",0.99,0.01
"3479","Gorica",0.04,0.96
"3480","Grewo",0.25,0.75
"3481","Grigori",0.99,0.01
"3482","Grigory",0.99,0.01
"3483","Guilhem",0.98,0.02
"3484","Guillermina",0.02,0.98
"3485","Guodong",0.98,0.02
"3486","Guofa",0.75,0.25
"3487","Guorong",1,0
"3488","Guosheng",1,0
"3489","Gwenael",0.92,0.08
"3490","Gwenn",0.27,0.73
"3491","Gytis",0.99,0.01
"3492","Hadas",0.07,0.93
"3493","Hadi",0.98,0.02
"3494","Hagar",0.12,0.88
"3495","Haishan",0.43,0.57
"3496","Haleh",0.02,0.98
"3497","Hanbing",0.61,0.39
"3498","Harm",-1,-1
"3499","Harri",0.95,0.05
"3500","Hayriye",0.07,0.93
"3501","Hedderik",0.75,0.25
"3502","Hidenobu",1,0
"3503","Hideto",0.99,0.01
"3504","Hirohito",1,0
"3505","Hironobu",1,0
"3506","Hironori",0.99,0.01
"3507","Hoau-Yan",0.74,0.26
"3508","Hongbing",0.71,0.29
"3509","Hongjoo",0.78,0.22
"3510","Houhui",-1,-1
"3511","Hung-Hsiang",0.96,0.04
"3512","Huw",0.99,0.01
"3513","Hwa",0.47,0.53
"3514","Hwai-Jong",0.92,0.08
"3515","Hwamee",-1,-1
"3516","Hyang-Sook",0.32,0.68
"3517","Hyo",0.59,0.41
"3518","Hyoung",0.97,0.03
"3519","Ichio",0.75,0.25
"3520","Iiro",0.98,0.02
"3521","Ilia",0.83,0.17
"3522","Ilka",0.04,0.96
"3523","Ilkka",1,0
"3524","Iman",0.58,0.42
"3525","Imre",0.99,0.01
"3526","India",0.15,0.85
"3527","Inmaculada",0.02,0.98
"3528","Ioana",0.03,0.97
"3529","Iole",0.03,0.97
"3530","Irma",0.02,0.98
"3531","Irmgard",0.02,0.98
"3532","Jaakko",0.99,0.01
"3533","Jacobo",0.99,0.01
"3534","Jae-Jin",0.88,0.12
"3535","Jair",0.99,0.01
"3536","Jakub",0.99,0.01
"3537","Jami",0.31,0.69
"3538","Jamila",0.02,0.98
"3539","Janis",0.57,0.43
"3540","Janne",0.76,0.24
"3541","JArg",1,0
"3542","Jaroslaw",0.99,0.01
"3543","Jasmina",0.03,0.97
"3544","Jasper",0.97,0.03
"3545","Jasprina",-1,-1
"3546","Jean-Jacques",0.99,0.01
"3547","Jean-P",1,0
"3548","Jean-Pascal",0.98,0.02
"3549","Jean-Pol",0.97,0.03
"3550","Jeannette",0.01,0.99
"3551","Jerrold",0.99,0.01
"3552","Jessie",0.16,0.84
"3553","Jiali",0.23,0.77
"3554","Jiefeng",1,0
"3555","Jieun",0.04,0.96
"3556","Jiho",0.93,0.07
"3557","Jihoon",0.97,0.03
"3558","Jingyu",0.59,0.41
"3559","Jinhu",1,0
"3560","Jiook",-1,-1
"3561","Jiri",0.98,0.02
"3562","Jitsuhiro",-1,-1
"3563","Jiu-lin",0.42,0.58
"3564","Joaqu1n",0.99,0.01
"3565","John-Stuart",0.99,0.01
"3566","Johnna",0.4,0.6
"3567","Joonkoo",0.75,0.25
"3568","Josemir",0.98,0.02
"3569","Josiah",0.99,0.01
"3570","Joydeep",1,0
"3571","Jude",0.83,0.17
"3572","Jue",0.26,0.74
"3573","Jukka",0.99,0.01
"3574","Juli",0.37,0.63
"3575","Juliet",0.03,0.97
"3576","Jun-Li",0.73,0.27
"3577","June-Seek",0.21,0.79
"3578","Junying",0.39,0.61
"3579","Juraj",0.99,0.01
"3580","Juri",0.9,0.1
"3581","Kaia",0.09,0.91
"3582","Karoly",0.94,0.0600000000000001
"3583","Karri",0.47,0.53
"3584","Kartik",1,0
"3585","Karun",0.98,0.02
"3586","Katsuhisa",1,0
"3587","Katsunori",1,0
"3588","Kazu",0.92,0.08
"3589","Kazutoshi",1,0
"3590","Keiichi",1,0
"3591","Ken-Ichiro",1,0
"3592","Kengo",0.99,0.01
"3593","Kenta",0.99,0.01
"3594","Kenway",0.92,0.08
"3595","Keri",0.08,0.92
"3596","Khader",0.97,0.03
"3597","Khalafalla",1,0
"3598","Kien",0.96,0.04
"3599","Kirsty",0.02,0.98
"3600","Kisou",0.36,0.64
"3601","Kiyofumi",1,0
"3602","Kjell",0.98,0.02
"3603","Kleopas",0.9,0.1
"3604","Kohtaro",1,0
"3605","Kosuke",0.99,0.01
"3606","Kota",0.86,0.14
"3607","Kourosh",0.99,0.01
"3608","Kresimir",0.99,0.01
"3609","Krishnan",0.99,0.01
"3610","Kristofer",0.99,0.01
"3611","Krystel",0.03,0.97
"3612","Krystyna",0.04,0.96
"3613","Kumar",0.99,0.01
"3614","Kwang-Soo",1,0
"3615","Kwoon",1,0
"3616","Kyoung-Min",1,0
"3617","Kyoungho",0.95,0.05
"3618","Kyung-An",0.49,0.51
"3619","Ladislav",0.98,0.02
"3620","Lamya",0.04,0.96
"3621","Lana",0.03,0.97
"3622","Laurens",0.96,0.04
"3623","Lavinia",0.02,0.98
"3624","Leda",0.07,0.93
"3625","Lee-Way",0.82,0.18
"3626","Leilei",0.34,0.66
"3627","Lenore",0.03,0.97
"3628","Leonor",0.04,0.96
"3629","Leopoldo",0.99,0.01
"3630","Lev",0.97,0.03
"3631","Li-Na",0.41,0.59
"3632","Li-Ying",0,1
"3633","Liang-Tien",0.78,0.22
"3634","Liesbeth",0.01,0.99
"3635","Liisa",0.03,0.97
"3636","Linnea",0.01,0.99
"3637","Liu",0.58,0.42
"3638","Livio",0.98,0.02
"3639","Lopes",0.77,0.23
"3640","Lorelei",0.07,0.93
"3641","Lorne",0.95,0.05
"3642","Lourdes",0.02,0.98
"3643","Luana",0.02,0.98
"3644","Ludmila",0.01,0.99
"3645","Lulu",0.25,0.75
"3646","Lupeng",0.75,0.25
"3647","Lyle",0.96,0.04
"3648","Maite",0.02,0.98
"3649","Mamoru",0.97,0.03
"3650","Manish",1,0
"3651","Mar",0.23,0.77
"3652","Margherita",0.02,0.98
"3653","Marie-France",0.03,0.97
"3654","Marie-Helene",0.02,0.98
"3655","Marinella",0.02,0.98
"3656","Marissa",0.03,0.97
"3657","Markku",0.99,0.01
"3658","Marlies",0.02,0.98
"3659","Marsha",0.04,0.96
"3660","Maryann",0.01,0.99
"3661","Masahisa",1,0
"3662","Masamitsu",1,0
"3663","Masoud",0.99,0.01
"3664","Matthis",0.95,0.05
"3665","Maurits",0.99,0.01
"3666","Meldrum",0.67,0.33
"3667","Melody",0.05,0.95
"3668","Merab",0.73,0.27
"3669","Merle",0.24,0.76
"3670","Merri",0.14,0.86
"3671","Mette",0.02,0.98
"3672","Michikazu",1,0
"3673","Michiko",0.04,0.96
"3674","Mihaly",0.96,0.04
"3675","Mindy",0.02,0.98
"3676","Minghao",1,0
"3677","Miranka",-1,-1
"3678","Mirjana",0.02,0.98
"3679","Mirna",0.02,0.98
"3680","Mohit",1,0
"3681","Monte",0.89,0.11
"3682","Moo",0.7,0.3
"3683","Moritoshi",1,0
"3684","Motojiro",0.75,0.25
"3685","Motokazu",1,0
"3686","Mounya",0,1
"3687","Mu-Ming",0.75,0.25
"3688","Mukesh",0.99,0.01
"3689","Nael",0.94,0.0600000000000001
"3690","Nan-Jie",0.39,0.61
"3691","Naoya",1,0
"3692","Narcisse",0.93,0.07
"3693","Narendrakumar",1,0
"3694","Nataliya",0.02,0.98
"3695","Nestor",0.99,0.01
"3696","Nicolaas",1,0
"3697","Nikhil",1,0
"3698","Nilkantha",0.96,0.04
"3699","Nir",0.94,0.0600000000000001
"3700","Nirupa",0.04,0.96
"3701","Nobuhito",1,0
"3702","Nobuya",1,0
"3703","Noelia",0.02,0.98
"3704","Norma",0.02,0.98
"3705","Nurit",0.04,0.96
"3706","Olimpia",0.03,0.97
"3707","Oriane",0.02,0.98
"3708","Orlando",0.99,0.01
"3709","Ornella",0.02,0.98
"3710","Ozlem",0.04,0.96
"3711","Palmer",0.84,0.16
"3712","Paloma",0.02,0.98
"3713","Parashkev",-1,-1
"3714","Patti",0.04,0.96
"3715","Pearl",0.09,0.91
"3716","Peiying",0.03,0.97
"3717","Pernille",0.01,0.99
"3718","Petronella",0.02,0.98
"3719","Petter",0.99,0.01
"3720","Peyman",0.98,0.02
"3721","Piero",0.99,0.01
"3722","Pierre-Michel",0.98,0.02
"3723","Pierre-Olivier",0.99,0.01
"3724","Pierre-Pascal",0.78,0.22
"3725","Pierre-Paul",0.99,0.01
"3726","Pin",0.54,0.46
"3727","Prakash",1,0
"3728","Prisca",0.02,0.98
"3729","Priyanka",0.01,0.99
"3730","Qingming",1,0
"3731","Qiyong",0.6,0.4
"3732","Quinn",0.69,0.31
"3733","Raad",0.97,0.03
"3734","Rachid",0.97,0.03
"3735","Radek",0.99,0.01
"3736","Radosveta",0,1
"3737","Rafi",0.85,0.15
"3738","Ragini",0.01,0.99
"3739","Raimund",0.99,0.01
"3740","Raj",0.98,0.02
"3741","Rajeshwar",0.99,0.01
"3742","Rajita",0,1
"3743","Ralph-Axel",0.98,0.02
"3744","Rama",0.61,0.39
"3745","Randi",0.3,0.7
"3746","Ranganatha",1,0
"3747","Rebekka",0.01,0.99
"3748","Reed",0.94,0.0600000000000001
"3749","Reiner",0.99,0.01
"3750","RenA(C)",-1,-1
"3751","Richa",0.04,0.96
"3752","Robbert",0.98,0.02
"3753","Rocco",0.99,0.01
"3754","Roi",0.93,0.07
"3755","Rotem",0.5,0.5
"3756","Rumiko",0.04,0.96
"3757","Rune",0.97,0.03
"3758","Rupali",0.01,0.99
"3759","Ruxandra",0.02,0.98
"3760","Salva",0.97,0.03
"3761","Sana",0.12,0.88
"3762","Sandy",0.22,0.78
"3763","Sarang",0.93,0.07
"3764","Seong",0.93,0.07
"3765","Sergiu",1,0
"3766","Sergiy",0.99,0.01
"3767","Seung-Hee",0.6,0.4
"3768","Shabnam",0.03,0.97
"3769","Shantanu",1,0
"3770","Sharif",0.98,0.02
"3771","Shi-Qing",0.5,0.5
"3772","Shigenobu",1,0
"3773","Shigeto",1,0
"3774","Shiming",0.84,0.16
"3775","Shinobu",0.61,0.39
"3776","Shuping",0.33,0.67
"3777","Shuu-Jiun",0.64,0.36
"3778","Sid",0.94,0.0600000000000001
"3779","Siddharth",1,0
"3780","Siddharthan",1,0
"3781","Sidhartha",1,0
"3782","Siew-Lan",0.25,0.75
"3783","Signe",0.05,0.95
"3784","Silvestro",0.98,0.02
"3785","Sinead",0.02,0.98
"3786","Sliman",0.95,0.05
"3787","Smitha",0.01,0.99
"3788","Sneha",0.02,0.98
"3789","Sobanawartiny",-1,-1
"3790","Sohail",0.99,0.01
"3791","Soroush",0.98,0.02
"3792","Soyoung",0.05,0.95
"3793","Spiro",0.96,0.04
"3794","Srivatsun",-1,-1
"3795","Stanko",0.99,0.01
"3796","Stephany",0.02,0.98
"3797","Stina",0.02,0.98
"3798","Stine",0.03,0.97
"3799","Sumantra",0.97,0.03
"3800","Summer",-1,-1
"3801","Sundeep",0.98,0.02
"3802","Sunghoe",-1,-1
"3803","Sushmita",0.01,0.99
"3804","Suzana",0.02,0.98
"3805","Swathi",0.04,0.96
"3806","Tadafumi",1,0
"3807","Takaichi",1,0
"3808","Takatoshi",1,0
"3809","Taketoshi",1,0
"3810","Tammie",0.02,0.98
"3811","Tanuj",1,0
"3812","Tariq",0.99,0.01
"3813","Tatjana",0.02,0.98
"3814","Tatsuo",0.99,0.01
"3815","Teiichi",1,0
"3816","Teodoro",0.98,0.02
"3817","Terunaga",-1,-1
"3818","Teruyuki",1,0
"3819","Tetsuro",1,0
"3820","Thackery",-1,-1
"3821","Thad",0.98,0.02
"3822","Thaddeus",0.99,0.01
"3823","Thanh",0.62,0.38
"3824","Tie-Qiang",0.87,0.13
"3825","Tie-Shan",0.73,0.27
"3826","Tilak",0.99,0.01
"3827","Timothee",0.98,0.02
"3828","Tod",0.97,0.03
"3829","Tolga",0.97,0.03
"3830","Tomohiko",1,0
"3831","Tonya",0.02,0.98
"3832","Toralf",1,0
"3833","Toshiharu",1,0
"3834","Toshimitsu",1,0
"3835","Trisha",0.02,0.98
"3836","Trong-Kha",0.83,0.17
"3837","Tuck",-1,-1
"3838","Tudor",0.93,0.07
"3839","Tyrone",0.99,0.01
"3840","Tzu-Jen",0.09,0.91
"3841","Tzyy-Ping",0.53,0.47
"3842","Udi",0.92,0.08
"3843","Uicheul",-1,-1
"3844","Un",0.76,0.24
"3845","Upinder",0.88,0.12
"3846","Vahe",0.97,0.03
"3847","Vahri",0.75,0.25
"3848","Vaishali",0.02,0.98
"3849","Valter",0.99,0.01
"3850","Valtteri",1,0
"3851","Vaughan",0.96,0.04
"3852","Veikko",0.99,0.01
"3853","Venetia",0.04,0.96
"3854","Vibhakar",1,0
"3855","Vidya",0.2,0.8
"3856","Vinay",1,0
"3857","Vinh",0.91,0.09
"3858","Violeta",0.02,0.98
"3859","Volney",1,0
"3860","Wei-Hsiang",1,0
"3861","Wei-Tang",0.7,0.3
"3862","Wei-Yang",1,0
"3863","Weifeng",0.88,0.12
"3864","Weiguo",1,0
"3865","Weixing",0.94,0.0600000000000001
"3866","Wen-Cheng",1,0
"3867","Wen-Jui",0.44,0.56
"3868","Wen-Jun",0.78,0.22
"3869","Wenbin",0.91,0.09
"3870","Wenbo",0.84,0.16
"3871","Wenjun",0.52,0.48
"3872","Wietske",0.01,0.99
"3873","Wojciech",1,0
"3874","Won-Kyung",1,0
"3875","Woo-Yang",0.69,0.31
"3876","Wulf",1,0
"3877","Xian",0.61,0.39
"3878","Xiangdong",1,0
"3879","Xiao-Dong",1,0
"3880","Xiao-Wei",0.67,0.33
"3881","Xiaochun",0.46,0.54
"3882","Xiaopeng",0.92,0.08
"3883","Xiaoqian",0.21,0.79
"3884","Xiaosi",0.54,0.46
"3885","Xiaoyang",0.63,0.37
"3886","Xin-Fu",0.62,0.38
"3887","Xinlin",0.45,0.55
"3888","Xinyu",0.55,0.45
"3889","Xiu",0.29,0.71
"3890","Ya-tang",0.61,0.39
"3891","Yaara",0.07,0.93
"3892","Yalan",0.5,0.5
"3893","Yan-You",0.76,0.24
"3894","Yanmei",0.03,0.97
"3895","Yannick",0.96,0.04
"3896","Yanping",0.21,0.79
"3897","Yanshu",0.75,0.25
"3898","Yasuki",0.96,0.04
"3899","Yasunobu",1,0
"3900","Yasuomi",1,0
"3901","Yen",0.19,0.81
"3902","Yen-Yu",1,0
"3903","Yi-Fang",0,1
"3904","Yildirim",0.93,0.07
"3905","Yilong",0.98,0.02
"3906","Yin",0.44,0.56
"3907","Yingchun",0.44,0.56
"3908","Yolanda",0.02,0.98
"3909","Yona",0.44,0.56
"3910","Yoni",0.93,0.07
"3911","Yoon",0.64,0.36
"3912","Yoshihiko",1,0
"3913","Yoshimi",0.32,0.68
"3914","Young-Bo",0.86,0.14
"3915","Young-Hwan",1,0
"3916","Youngnam",0.82,0.18
"3917","Youngseok",1,0
"3918","Yu-Chien",-1,-1
"3919","Yu-Chin",0.33,0.67
"3920","Yu-Qiang",0.68,0.32
"3921","Yuan-Xiang",0.64,0.36
"3922","Yugo",0.97,0.03
"3923","Yukiori",-1,-1
"3924","Yun-Beom",0.53,0.47
"3925","Yvan",0.98,0.02
"3926","Zafiris",0.97,0.03
"3927","Zara",0.07,0.93
"3928","Zelma",0.03,0.97
"3929","Zengqiang",0.75,0.25
"3930","Zev",0.99,0.01
"3931","Zhaohua",0.85,0.15
"3932","Zhaolan",0.25,0.75
"3933","Zheng-Xiong",0.76,0.24
"3934","Zhenglin",0.9,0.1
"3935","Zhi-Bing",0.67,0.33
"3936","Zhi-Gang",0.88,0.12
"3937","Zhihui",0.64,0.36
"3938","Zhiying",0.27,0.73
"3939","Zhong-Qiu",0.62,0.38
"3940","Zinaida",0.01,0.99
"3941","Zsuzsanna",0.01,0.99
"3942","Zu",0.45,0.55
"3943","Abdallah",0.98,0.02
"3944","Abdelhalim",0.99,0.01
"3945","Abel",0.98,0.02
"3946","Abhishek",1,0
"3947","Abid",0.98,0.02
"3948","Adeel",0.99,0.01
"3949","Afsaneh",0.01,0.99
"3950","Aharon",0.97,0.03
"3951","Ai",0.25,0.75
"3952","Aidas",0.98,0.02
"3953","Aikaterini",0,1
"3954","Aimee",0.02,0.98
"3955","Akemi",0.04,0.96
"3956","Akiyoshi",0.98,0.02
"3957","Akiyuki",1,0
"3958","Akos",0.88,0.12
"3959","Alanna",0.02,0.98
"3960","Alapakkam",-1,-1
"3961","Alba",0.04,0.96
"3962","Aldis",0.97,0.03
"3963","Alena",0.01,0.99
"3964","Alexia",0.05,0.95
"3965","Alexxai",-1,-1
"3966","Alina",0.02,0.98
"3967","Alistair",0.99,0.01
"3968","Allyson",0.13,0.87
"3969","Almira",0.03,0.97
"3970","Amalia",0.02,0.98
"3971","Ameera",0.07,0.93
"3972","Amos",0.98,0.02
"3973","Amra",0.11,0.89
"3974","Anais",0.02,0.98
"3975","Anastassios",0.96,0.04
"3976","Anca",0.05,0.95
"3977","And",0.84,0.16
"3978","Andreu",0.99,0.01
"3979","Andrii",0.98,0.02
"3980","Angeliki",0.03,0.97
"3981","Anh",0.6,0.4
"3982","Anindya",0.78,0.22
"3983","Aniruddh",1,0
"3984","Aniruddha",1,0
"3985","Anisha",0.02,0.98
"3986","Ankit",1,0
"3987","Anna-Elina",0.02,0.98
"3988","Annabel",0.02,0.98
"3989","Anne-Catherine",0.02,0.98
"3990","Anneke",0.01,0.99
"3991","Annmarie",0.02,0.98
"3992","Anthone",0.92,0.08
"3993","Antoinette",0.02,0.98
"3994","Antonieta",0.02,0.98
"3995","Antonietta",0.02,0.98
"3996","Anumantha",-1,-1
"3997","Aparna",0.02,0.98
"3998","Apostolos",0.98,0.02
"3999","Arezoo",0.01,0.99
"4000","Arin",0.54,0.46
"4001","Aristide",0.95,0.05
"4002","Aristotle",0.99,0.01
"4003","Arman",0.98,0.02
"4004","Arnab",1,0
"4005","Artem",1,0
"4006","Arvid",0.99,0.01
"4007","Audra",0.01,0.99
"4008","Aurea",0.03,0.97
"4009","Aurelien",0.98,0.02
"4010","Avanti",0.31,0.69
"4011","Avgis",-1,-1
"4012","Avihu",1,0
"4013","Avindra",1,0
"4014","Ayan",0.78,0.22
"4015","Ayumu",0.83,0.17
"4016","Aziz",0.97,0.03
"4017","Azusa",0.1,0.9
"4018","Babette",0.02,0.98
"4019","Bailong",1,0
"4020","Banu",0.09,0.91
"4021","Bard",0.94,0.0600000000000001
"4022","Bartosz",1,0
"4023","Basavaraju",0.98,0.02
"4024","Basil",0.98,0.02
"4025","Bastien",0.99,0.01
"4026","Becket",0.83,0.17
"4027","Becky",0.02,0.98
"4028","Behrad",0.99,0.01
"4029","Benedetta",0.01,0.99
"4030","Benoni",0.96,0.04
"4031","Bente",0.0600000000000001,0.94
"4032","Berkin",0.95,0.05
"4033","Bernat",0.99,0.01
"4034","BethAnn",0,1
"4035","Bhavya",0.33,0.67
"4036","Bidisha",0.01,0.99
"4037","Bill",-1,-1
"4038","Bing-Ren",0.72,0.28
"4039","Bingbing",0.31,0.69
"4040","Biswa",0.99,0.01
"4041","BjArn",0.75,0.25
"4042","Bjarne",0.99,0.01
"4043","Blair",0.58,0.42
"4044","Bojun",0.71,0.29
"4045","Borbala",0,1
"4046","Bosco",0.97,0.03
"4047","Boxun",1,0
"4048","Braden",0.99,0.01
"4049","Brandy",0.07,0.93
"4050","Branka",0.03,0.97
"4051","Brigitta",0.01,0.99
"4052","Brita",0.05,0.95
"4053","Britt",0.14,0.86
"4054","Bryen",0.97,0.03
"4055","Bucky",0.87,0.13
"4056","Budhachandra",0.75,0.25
"4057","Burton",0.95,0.05
"4058","CA(C)line",-1,-1
"4059","Cahir",1,0
"4060","Caleb",1,0
"4061","Camin",0.71,0.29
"4062","Carine",0.02,0.98
"4063","Carly",0.05,0.95
"4064","Carmelina",0.04,0.96
"4065","Carolanne",0.02,0.98
"4066","Caryn",0.02,0.98
"4067","Caswell",0.98,0.02
"4068","Catalina",0.04,0.96
"4069","Cecil",0.74,0.26
"4070","Chandan",0.99,0.01
"4071","Changiz",1,0
"4072","Changwei",0.88,0.12
"4073","Chaorui",-1,-1
"4074","Chase",-1,-1
"4075","Chee",0.73,0.27
"4076","Cheng-Ji",0.77,0.23
"4077","Cheng-Yuan",1,0
"4078","Chengbiao",1,0
"4079","Chetan",1,0
"4080","Chi-Sang",0.63,0.37
"4081","Chia-Chun",0.6,0.4
"4082","Chien-Ho",0.78,0.22
"4083","Chien-Yuan",1,0
"4084","Chih-Hao",1,0
"4085","Chih-Hung",0.94,0.0600000000000001
"4086","Ching-Kang",0.78,0.22
"4087","Chong-Hyun",0.77,0.23
"4088","Chongde",0.75,0.25
"4089","Chrystel",0.04,0.96
"4090","Chu",0.58,0.42
"4091","Chuan-Chin",0.69,0.31
"4092","Chul-Kyu",0.86,0.14
"4093","Chung-Chuan",0.8,0.2
"4094","Chunguang",0.93,0.07
"4095","Chunlai",0.75,0.25
"4096","Cian",0.93,0.07
"4097","Ciara",0.02,0.98
"4098","Cirong",-1,-1
"4099","Clair",0.12,0.88
"4100","Claire-Marie",0.04,0.96
"4101","Claudine",0.02,0.98
"4102","Clifton",0.99,0.01
"4103","Clyde",0.97,0.03
"4104","Collin",0.96,0.04
"4105","Colline",0.14,0.86
"4106","Condon",1,0
"4107","Connie",0.04,0.96
"4108","Conny",0.21,0.79
"4109","Constantinos",0.99,0.01
"4110","Constanza",0.02,0.98
"4111","Consuelo",0.03,0.97
"4112","Cyrille",0.95,0.05
"4113","Cyrus",0.98,0.02
"4114","Daan",0.91,0.09
"4115","Dae-Jin",0.72,0.28
"4116","Daejong",1,0
"4117","Daewoo",0.92,0.08
"4118","Dafna",0.04,0.96
"4119","Dalit",0.22,0.78
"4120","Danai",0.56,0.44
"4121","Dani",0.81,0.19
"4122","Daniella",0.03,0.97
"4123","Dawei",0.95,0.05
"4124","De-Maw",0.7,0.3
"4125","Debbie",0.02,0.98
"4126","Deda",0.53,0.47
"4127","Deepa",0.04,0.96
"4128","Defeng",0.9,0.1
"4129","Dejan",0.99,0.01
"4130","Denes",0.91,0.09
"4131","Deqiang",1,0
"4132","Derk-Jan",1,0
"4133","Desdemona",0.02,0.98
"4134","Dexter",0.98,0.02
"4135","Dianne",0.01,0.99
"4136","Diederick",1,0
"4137","Dies",0.8,0.2
"4138","Dima",0.91,0.09
"4139","Dinghui",-1,-1
"4140","Dinu",0.85,0.15
"4141","Ditte",0.02,0.98
"4142","Djoher",0.36,0.64
"4143","Doekele",-1,-1
"4144","Domna",0,1
"4145","Dona",0.17,0.83
"4146","Dong-Hyun",1,0
"4147","Dong-Jing",0.54,0.46
"4148","Dong-Min",1,0
"4149","Doreen",0.02,0.98
"4150","Dori",0.17,0.83
"4151","Dorita",0.02,0.98
"4152","Dorret",0,1
"4153","Dosik",1,0
"4154","Douglass",0.96,0.04
"4155","Dritan",0.98,0.02
"4156","Duan",0.7,0.3
"4157","Duane",0.98,0.02
"4158","DuBois",0.49,0.51
"4159","Dunja",0.03,0.97
"4160","Edgardo",0.99,0.01
"4161","Edna",0.02,0.98
"4162","Edouard",0.98,0.02
"4163","Effat",0.31,0.69
"4164","Ei",0.28,0.72
"4165","Elda",0.04,0.96
"4166","Eleftheria",0.02,0.98
"4167","Elfar",1,0
"4168","Eliane",0.02,0.98
"4169","Elisabet",0.02,0.98
"4170","Eliseo",0.99,0.01
"4171","Ella",0.03,0.97
"4172","Ellie",0.04,0.96
"4173","Elspeth",0.03,0.97
"4174","Elva",0.05,0.95
"4175","Emil",0.97,0.03
"4176","Emin",0.97,0.03
"4177","Emine",0.04,0.96
"4178","Enhui",0,1
"4179","Enza",0.03,0.97
"4180","Eri",0.53,0.47
"4181","Erlend",0.99,0.01
"4182","Erzsebet",0.01,0.99
"4183","Esti",0.05,0.95
"4184","Eti",0.28,0.72
"4185","Etsuro",1,0
"4186","Ettore",0.99,0.01
"4187","Etty",0.11,0.89
"4188","Eunice",0.02,0.98
"4189","Eunji",0.03,0.97
"4190","Eunjoo",0.03,0.97
"4191","Evangelia",0.01,0.99
"4192","Evangelos",0.99,0.01
"4193","Evgeni",0.98,0.02
"4194","Evgenia",0.03,0.97
"4195","Evren",0.91,0.09
"4196","Fabricio",0.99,0.01
"4197","Fahimeh",0.02,0.98
"4198","Fair",-1,-1
"4199","Faith",0,1
"4200","Fangtu",-1,-1
"4201","Farahnaz",0.04,0.96
"4202","Faraz",0.98,0.02
"4203","Farras",0.89,0.11
